Frame,X Position [µm],Y Position [µm],Intensity,Fit Radius
266,17.7552,10.87104,8423.2,1.1
266,14.62624,14.43744,9332.1,1.1
266,6.29712,14.5608,7778.4,1.1
266,7.19984,20.2048,10574,1.1
266,19.1472,20.3792,12396,1.1
266,13.25744,22.8928,6014.5,1.1
266,8.0064,10.15696,8792.9,1.1
267,15.7776,10.06368,10732,1.1
267,14.17168,11.08416,6630.2,1.1
267,15.7008,12.23632,9845,1.1
267,12.81296,14.55776,9981.7,1.1
267,7.12512,20.2704,10096,1.1
267,11.77344,23.0976,9196.9,1.1
267,16.0592,25.2096,9766.5,1.1
267,13.46544,27.0128,8017.7,1.1
267,12.1328,14.2592,6476.9,1.1
267,15.71984,25.7856,6755,1.1
267,7.77056,7.5296,10538,1.1
268,17.7568,10.73728,9393.5,1.1
268,15.53584,12.21536,9396.2,1.1
268,17.1952,18.4912,8846.3,1.1
268,15.57168,12.79424,7438.8,1.1
268,14.72528,11.14768,8378,1.1
269,13.2688,14.2144,8342.2,1.1
269,16.5136,17.2272,9689.2,1.1
269,19.5408,18.9792,6531.9,1.1
269,19.2816,24.7936,10079,1.1
269,12.80192,25.9376,8076.2,1.1
269,15.31568,3.89504,10102,1.1
270,7.8944,7.49552,8914.5,1.1
270,18.6048,8.99152,9393.1,1.1
270,18.9872,16.7712,10057,1.1
270,11.91744,23.1312,9520.6,1.1
270,14.48672,25.1552,7794.1,1.1
270,12.74464,14.45584,10220,1.1
271,23.1824,16.84,7442.8,1.1
271,18.3456,23.7168,8333.9,1.1
271,7.81344,7.42128,9388.9,1.1
272,18.568,8.8952,7189.5,1.1
272,16.056,17.4256,8204.8,1.1
272,19.5008,18.8416,11291,1.1
272,7.23168,20.3328,6873.9,1.1
272,12.1256,24.1584,6887.3,1.1
272,12.44672,4.31584,6689.5,1.1
273,7.96256,10.16,10357,1.1
273,19.5136,11.0992,7961.5,1.1
273,3.7232,13.43008,5657,1.1
273,19.544,13.42528,8254.6,1.1
273,18.8672,20.9472,8602.5,1.1
273,7.83392,7.49296,10227,1.1
274,14.55984,11.15504,8880.9,1.1
274,9.93136,13.63072,8048.7,1.1
274,10.43632,14.54368,8702.2,1.1
274,11.31184,14.98864,7214.8,1.1
274,17.312,18.392,8963.8,1.1
274,19.1328,24.7856,8358.5,1.1
274,15.27024,3.85088,8928.9,1.1
275,15.86384,5.93568,6538.2,1.1
275,7.70368,7.50784,8512.4,1.1
275,17.8,10.55936,9116.4,1.1
275,12.164,12.576,7502.4,1.1
275,15.19392,12.82064,10741,1.1
275,6.97984,14.7392,7153.9,1.1
275,19.9808,15.1064,8385.5,1.1
275,6.36112,16.04,5466.5,1.1
275,23.0304,16.8208,8273.1,1.1
275,17.2864,18.4304,7632,1.1
275,19.7712,21.664,10919,1.1
275,11.8248,23.1248,6749.1,1.1
275,23.2864,9.24496,7076.3,1.1
276,7.24464,20.2064,10763,1.1
276,13.1528,3.69376,7809.9,1.1
277,7.79488,7.50608,8787.9,1.1
277,18.4816,8.9792,7465.3,1.1
277,14.38608,11.12688,12577,1.1
277,7.15504,12.25168,7393.7,1.1
277,11.94832,14.25232,10570,1.1
277,14.85552,14.3856,7452.3,1.1
277,19.6064,15.10752,8713.9,1.1
277,12.56,15.6792,8041.2,1.1
277,23.2288,17.0544,10924,1.1
277,17.2864,18.416,9687,1.1
277,13.32432,25.2384,5174.4,1.1
277,12.3384,4.3072,8001.4,1.1
278,7.64576,7.43424,12524,1.1
278,6.06384,14.4056,8733.7,1.1
278,19.824,15.03616,8398,1.1
278,13.46672,26.9376,8915.6,1.1
278,7.0648,7.36496,6056.4,1.1
278,8.77568,5.94288,6442.5,1.1
279,19.4368,6.57856,10730,1.1
279,20.5088,12.74784,13464,1.1
279,6.14496,14.4784,7896.6,1.1
279,19.5072,18.8208,9661.4,1.1
279,20.9888,20.152,8229.4,1.1
279,7.1336,20.2928,8735.7,1.1
279,14.47984,23.2208,9098.9,1.1
279,13.47024,26.9472,11911,1.1
279,11.67632,27.8704,5782.4,1.1
279,8.89136,5.94288,6405.3,1.1
280,5.31104,8.3128,5380.5,1.1
280,18.5504,8.99072,10114,1.1
280,10.48128,9.53824,8789.5,1.1
280,17.7664,10.66272,6916.6,1.1
280,16.888,14.88768,8010.8,1.1
280,7.1864,20.1904,9201.8,1.1
280,8.02736,22.776,5974.2,1.1
280,19.8416,3.33072,4653.6,1.1
281,7.61808,7.50176,9778.5,1.1
281,7.88096,8.68928,7198.1,1.1
281,17.7776,10.50096,10012,1.1
281,0.847408,12.67072,5026.9,1.1
281,20.2592,12.80416,8862.8,1.1
281,10.6384,14.728,8313.7,1.1
281,19.3216,0.71568,5433.1,1.1
282,20.6544,5.42624,5343.8,1.1
282,13.16864,5.72928,6104,1.1
282,18.5568,8.96,9438.1,1.1
282,10.40144,9.42656,10865,1.1
282,14.25408,11.13904,13194,1.1
282,14.54176,12.40832,12094,1.1
282,14.60608,14.45568,10584,1.1
282,5.97968,14.66144,8897.7,1.1
282,9.6272,16.1216,11982,1.1
282,19.7008,21.6736,9026.7,1.1
282,14.24368,25.032,10137,1.1
282,10.6184,28.6256,6434.9,1.1
282,7.6928,7.48944,9779.3,1.1
283,18.6048,8.98688,9119.7,1.1
283,7.0984,10.54704,8491.5,1.1
283,14.21216,11.15792,11833,1.1
283,12.2984,15.64608,8513.5,1.1
283,17.3088,18.3152,8507.4,1.1
283,7.22512,18.8272,7951.9,1.1
283,14.41104,25.0544,7121.8,1.1
283,7.19968,7.30048,8059.7,1.1
283,19.4192,6.7416,12598,1.1
284,17.872,10.74912,10197,1.1
284,14.32768,11.20192,10026,1.1
284,19.6752,17.9152,7905.3,1.1
284,17.2272,18.4032,7155.1,1.1
284,7.32512,18.8288,6878.8,1.1
284,11.20032,24.5872,6502.8,1.1
284,17.8944,10.69872,9326.6,1.1
285,14.248,11.07936,11265,1.1
285,14.54512,12.25536,7938.5,1.1
285,9.75536,16.1648,9927.5,1.1
285,18.496,18.424,7504,1.1
285,7.21712,18.7408,5959.1,1.1
285,14.31248,23.3744,8343.1,1.1
285,15.81616,11.88576,9719,1.1
286,7.59824,14.02192,8100,1.1
286,14.88416,14.34384,8788.1,1.1
286,15.82416,26.6736,6139.6,1.1
286,12.42112,1.553872,6249.8,1.1
287,19.3712,6.70384,11864,1.1
287,7.7576,7.50192,9368,1.1
287,7.8528,8.62848,8051.6,1.1
287,18.056,10.08368,7897.6,1.1
287,5.81792,17.6896,6759.5,1.1
287,14.34256,19.5392,7317.5,1.1
287,14.1464,23.9904,11366,1.1
287,14.39488,25.0512,7364.9,1.1
287,7.79568,7.51952,7306.7,1.1
288,18.5664,12.61648,9143.9,1.1
288,20.6976,13.88816,8632.9,1.1
288,7.74048,7.54176,9126.8,1.1
289,12.6272,9.5064,7825.6,1.1
289,12.75472,15.19328,8143,1.1
289,15.34496,15.9864,6443,1.1
289,19.9728,22.0624,9886.3,1.1
289,14.1088,23.984,14676,1.1
289,19.2304,24.808,8164.5,1.1
289,3.12256,0.640496,5937.7,1.1
290,17.3504,1.65584,5926.3,1.1
290,7.87056,7.51904,7977.2,1.1
290,18.9632,16.4416,6840.6,1.1
290,23.9728,17.3264,9185.1,1.1
290,12.7144,19.168,8614.8,1.1
290,18.976,20.0016,12708,1.1
290,14.58032,29.0608,7611.4,1.1
290,7.76,7.53952,8211.8,1.1
291,19.8992,13.59264,7027.2,1.1
291,8.18976,22.7152,8449.3,1.1
291,9.76544,24.0576,7654.5,1.1
291,14.01248,24.0528,12501,1.1
291,18.7024,28.9696,4453.9,1.1
291,17.0992,6.9544,8144.9,1.1
292,15.83408,7.38864,7871.2,1.1
292,18.0128,9.93152,10473,1.1
292,14.42464,12.31712,8543.6,1.1
292,18.4112,12.51376,8641.2,1.1
292,14.10896,23.9776,11641,1.1
292,18.3776,24.5248,7281.9,1.1
292,14.51632,29.0928,6498.6,1.1
292,7.76144,7.57216,9019.7,1.1
293,15.82752,7.55776,5748,1.1
293,17.9152,9.91648,6587,1.1
293,18.824,18.6304,7675,1.1
293,8.1232,22.712,9557.5,1.1
293,7.80048,7.58688,9793.2,1.1
294,17.6864,10.5912,11658,1.1
294,13.6448,15.0784,9585,1.1
294,19.6448,21.5456,9684.9,1.1
294,10.7448,23.5376,7293.4,1.1
294,7.67968,7.504,7365.6,1.1
295,8.13808,22.6208,12335,1.1
295,8.70368,23.6304,8529.4,1.1
295,16.592,26.4272,6909.2,1.1
295,7.74224,7.49136,9153.7,1.1
296,18.528,12.59536,8071.7,1.1
296,5.49648,18.6752,6975.5,1.1
296,7.28768,20.4416,9240.4,1.1
296,19.2096,20.4576,7770.5,1.1
296,19.0992,19.928,9467.2,1.1
296,8.77904,5.99072,6963.5,1.1
297,17.2288,7.00544,9782.1,1.1
297,7.66256,7.384,9629.5,1.1
297,17.9584,10.04896,10023,1.1
297,9.59552,14.15008,11274,1.1
297,7.28672,20.3936,13989,1.1
297,19.5024,6.6072,8638.1,1.1
298,7.73216,7.47792,13266,1.1
298,18,10.0056,11663,1.1
298,9.89392,15.8616,7942,1.1
298,7.24288,20.3648,11643,1.1
298,13.54272,26.4928,11296,1.1
298,8.82512,5.94544,8253.4,1.1
299,7.75232,7.53856,13266,1.1
299,16.9456,17.32,10050,1.1
299,19.0352,18.8144,8138.5,1.1
299,7.244,20.3808,14335,1.1
299,10.07616,7.17104,6357.5,1.1
300,7.75408,7.5192,12941,1.1
300,8.1608,13.98832,10926,1.1
300,16.9632,17.3648,9392.3,1.1
300,3.00512,20.8992,4985.1,1.1
300,14.52464,29.0608,6549.9,1.1
300,7.7232,7.53024,14050,1.1
301,8.07424,14.02848,11423,1.1
301,1.73264,18.152,5249.2,1.1
301,12.08704,26.1808,9022.5,1.1
301,19.3904,0.644928,4778.5,1.1
302,17.1008,7.01584,9631.4,1.1
302,7.80288,7.47136,6759.7,1.1
302,16.1088,21.3696,8555.3,1.1
302,13.24272,24.0144,8989.9,1.1
302,13.74736,26.6144,6905.9,1.1
302,12.30992,1.71952,5050.5,1.1
303,19.2976,6.75744,9862.9,1.1
303,7.72656,7.54784,11510,1.1
303,8.14208,13.92768,7692.1,1.1
303,16.4976,16.8144,9238.3,1.1
303,3.09328,17.6016,5795.1,1.1
303,19.1392,20.3664,8586.6,1.1
303,19.7536,21.624,9017.9,1.1
303,11.77952,23.032,10331,1.1
303,14.47792,23.28,9309.9,1.1
303,18.728,6.61104,7614,1.1
304,17.176,6.99984,8486,1.1
304,7.7784,7.55664,9929.7,1.1
304,18.0816,10.02432,9256.9,1.1
304,11.46256,15.07008,9221.6,1.1
304,18.5424,24.4656,6553.8,1.1
304,13.69648,26.6208,11622,1.1
304,13.07952,10.03664,7951.5,1.1
305,18.0096,10.03808,13218,1.1
305,7.19872,10.45808,7091.7,1.1
305,8.13232,13.98064,13985,1.1
305,11.75696,22.9744,9462.1,1.1
305,18.488,24.4016,9108.7,1.1
305,17.8192,10.5344,13351,1.1
306,14.5832,12.20656,7843.7,1.1
306,8.11632,14.01408,7492.5,1.1
306,19.8448,21.568,8480.1,1.1
306,13.14368,9.94864,8479.2,1.1
307,5.90912,10.62432,7841.1,1.1
307,8.04416,13.9,11239,1.1
307,15.90864,18.0384,9654.8,1.1
307,19.7728,21.7024,10186,1.1
307,16.8144,25.0784,8888.7,1.1
307,13.28672,4.9024,5547.1,1.1
308,17.1856,6.93712,9346.3,1.1
308,14.49552,12.32368,8577.3,1.1
308,17.7616,18.4992,9742.2,1.1
308,11.81056,22.9888,14145,1.1
308,10.94432,23.4064,9271.4,1.1
308,14.56624,23.32,8472.3,1.1
308,17.3552,18.5792,6703.2,1.1
308,13.188,10.12064,7834.6,1.1
309,8.09312,13.9968,10723,1.1
309,19.6768,18.328,10164,1.1
309,11.84704,22.9664,13126,1.1
309,10.99472,23.3712,8417.8,1.1
309,18.4384,6.26608,7887.3,1.1
310,8.14976,13.92384,12220,1.1
310,13.19824,14.1944,9964.3,1.1
310,8.18464,22.6752,9569.1,1.1
310,11.83344,22.9888,14039,1.1
310,14.54864,23.248,11497,1.1
310,15.17072,11.03856,8557.7,1.1
311,15.59376,12.20304,9460.5,1.1
311,9.03072,13.5928,8419.1,1.1
311,13.21136,14.24704,9892.1,1.1
311,20.1248,19.7328,7586,1.1
311,18.1456,6.08064,6531.7,1.1
312,12.72048,8.2456,7631.1,1.1
312,19.2704,9.00208,9984.1,1.1
312,10.49344,9.26688,8793.1,1.1
312,13.3152,9.95824,8160.9,1.1
312,17.8832,10.28,12815,1.1
312,15.11008,11.0992,9849.1,1.1
312,18.3088,12.3456,9935,1.1
312,8.15728,14.02928,12005,1.1
312,11.23104,15.18192,7610,1.1
312,18.0784,23.3616,7809.3,1.1
312,18.624,24.4592,8413.4,1.1
312,9.05888,13.54768,10399,1.1
312,19.2016,24.6352,8133.9,1.1
312,11.00672,3.04928,6431.1,1.1
313,19.3392,6.70336,11587,1.1
313,10.47568,9.21312,10749,1.1
313,23.264,9.37888,7159.4,1.1
313,13.28912,14.29248,9883.1,1.1
313,15.86,17.9312,8997.2,1.1
313,13.22272,18.256,6872.5,1.1
313,20.2032,19.5568,8575.3,1.1
313,8.95648,20.3088,8808.6,1.1
313,14.5608,25.064,7663.5,1.1
313,21.6416,3.42576,5950.7,1.1
314,17.9424,10.22896,11076,1.1
314,13.18272,14.2088,8722.4,1.1
314,17.5616,14.64816,6343.9,1.1
314,18.0496,10.13248,15365,1.1
315,8.12736,13.97456,10322,1.1
315,17.7488,10.64672,9822.8,1.1
315,18.0048,10.09888,18136,1.1
316,6.14528,12.17648,7853.5,1.1
316,14.95808,14.01088,8551.4,1.1
316,19.7376,15.10704,8742.8,1.1
316,11.81344,23.0656,10506,1.1
316,10.88992,4.0808,7041,1.1
317,19.3104,6.54896,8063.9,1.1
317,11.83504,9.44368,7539.9,1.1
317,17.9632,10.06752,12659,1.1
317,16.7904,17.0784,8210.2,1.1
317,11.764,23.0704,10138,1.1
317,14.68032,23.3472,5963.8,1.1
317,11.99952,25.9104,6126.2,1.1
317,12.5296,9.73344,8348.6,1.1
317,18.024,10.03744,15729,1.1
318,1.436656,12.03472,5579.5,1.1
318,13.30432,14.35568,10286,1.1
318,12.91344,20.5872,7614.3,1.1
318,20.4416,21.9328,6531.3,1.1
318,8.1664,22.648,6591.8,1.1
318,11.8672,23.048,12676,1.1
318,13.28288,14.4736,9355.8,1.1
319,15.904,17.9056,12507,1.1
319,14.27456,18.1312,7329.6,1.1
319,8.22816,22.64,9392.6,1.1
319,11.82112,23.0368,7969.3,1.1
319,18.4912,24.5552,8816.5,1.1
319,9.36016,24.8224,8781.3,1.1
319,16.328,6.23504,6071.4,1.1
320,17.9648,10.0712,12638,1.1
320,17.8208,10.68576,9761.5,1.1
320,15.79936,18.016,9882.7,1.1
320,11.82464,23.0592,11447,1.1
320,18.3056,23.68,8962.8,1.1
320,8.74016,5.88032,7516.3,1.1
321,17.9712,10.10544,16911,1.1
321,13.1944,11.57296,6819,1.1
321,17.84,10.6088,12097,1.1
321,8.79952,5.93552,6704.9,1.1
322,17.9408,10.10816,16921,1.1
322,13.31632,14.32896,10616,1.1
322,8.45632,19.0288,8207.1,1.1
322,20.1792,19.544,7599.1,1.1
322,17.8112,10.64112,11606,1.1
323,5.88,14.42752,6900.4,1.1
323,11.17328,15.1752,7181.3,1.1
323,7.17648,18.8384,6918.5,1.1
323,15.35728,19.1664,6384.6,1.1
323,18.0512,22.2816,6289.1,1.1
323,23.2256,22.2112,7632.9,1.1
323,18.4016,24.6768,10432,1.1
323,13.17792,10.22944,8877,1.1
324,17.0368,17.1392,10933,1.1
324,15.92112,18.0352,9780.5,1.1
324,18.448,24.7184,9506.2,1.1
324,13.19984,14.33264,11046,1.1
325,14.55536,14.4232,10563,1.1
325,16.0384,18.096,9253.6,1.1
325,15.35552,18.9744,8980.9,1.1
325,20.0064,26.8288,8195.2,1.1
325,17.8576,10.30672,14301,1.1
326,9.80784,15.25888,7329.8,1.1
326,15.55136,15.8488,6923.4,1.1
326,17.7632,10.77568,9395.4,1.1
326,7.99632,8.48016,7539.6,1.1
327,17.848,10.20768,10611,1.1
327,14.54448,14.54848,10574,1.1
327,17.6992,14.61328,9673.6,1.1
327,9.13456,20.8496,6352.7,1.1
327,16.4944,20.96,5716.1,1.1
327,11.91216,23.1184,13011,1.1
327,11.74,26.2912,11224,1.1
327,8.72624,5.50528,8030.1,1.1
328,16.0832,6.1992,7981.3,1.1
328,18.744,6.4416,8370.9,1.1
328,17.784,10.53344,11042,1.1
328,14.35488,11.14592,9104.4,1.1
328,14.63376,14.5208,9297.5,1.1
328,19.0144,16.2816,8864.3,1.1
328,14.53008,25.1792,9505.4,1.1
328,17.9088,10.0872,9209.4,1.1
328,11.036,3.03648,6311.2,1.1
329,7.67536,7.24048,7284,1.1
329,17.7408,10.64096,9673.4,1.1
329,14.47872,11.2384,11713,1.1
329,7.75584,13.2568,7001.8,1.1
329,14.59904,14.5152,10696,1.1
329,15.59664,15.528,7924.3,1.1
329,16.0192,17.9344,8108.1,1.1
329,4.02016,20.0528,5971.6,1.1
329,11.89936,23.0144,9731.5,1.1
329,18.1232,25.7584,9069.9,1.1
329,14.72144,4.62736,6777.4,1.1
330,17.9712,10.07568,14241,1.1
330,13.32256,14.37328,10267,1.1
330,16.696,16.864,10865,1.1
330,13.24032,20.0288,9462.9,1.1
330,19.36,20.3216,8451.6,1.1
330,3.95088,21.504,5348,1.1
330,17.8224,10.24448,13296,1.1
331,17.8256,10.81776,10404,1.1
331,14.45728,11.28928,9581.2,1.1
331,19.6848,17.7792,9079.2,1.1
331,7.41104,18.8384,7703.5,1.1
331,5.16304,2.51232,5540.5,1.1
332,17.8272,10.1472,14511,1.1
332,13.2208,14.35648,9077,1.1
332,11.34448,15.39968,11420,1.1
332,22.368,20.096,10526,1.1
332,17.8416,10.75392,10706,1.1
332,5.32624,8.23408,4745.9,1.1
333,19.4448,8.97968,9059.6,1.1
333,14.39248,11.09792,8737.6,1.1
333,11.60896,18.1552,8187.4,1.1
333,19.1376,19.9984,8365.5,1.1
333,22.3456,20.0992,10463,1.1
333,10.96544,23.5568,6824.5,1.1
333,8.76416,5.66256,6799.7,1.1
334,17.2096,6.82224,8050.5,1.1
334,12.68448,8.38016,8172.9,1.1
334,5.95008,14.14,5847.4,1.1
334,12.22128,14.08144,9395.6,1.1
334,22.384,20.1072,9256.8,1.1
334,9.74192,22.6848,6848.6,1.1
334,14.56224,25.1632,7043.4,1.1
334,11.3208,25.216,8354.3,1.1
334,11.63648,26.9776,7224.3,1.1
334,20.7856,5.60384,6153.9,1.1
335,12.6472,8.33968,7491.3,1.1
335,17.8192,10.04448,10872,1.1
335,17.7616,10.83824,9331.9,1.1
335,18.3536,12.36384,8417,1.1
335,9.1072,13.63728,9197.7,1.1
335,14.58144,14.4992,18815,1.1
335,16.7088,16.864,10955,1.1
335,22.2688,20.1376,6759.2,1.1
335,8.09072,27.976,5497,1.1
335,19.088,7.59056,9652.2,1.1
336,15.45328,9.50928,9143.9,1.1
336,14.41712,13.4096,8265.3,1.1
336,14.63168,14.49376,14282,1.1
336,9.13392,15.19856,7067.4,1.1
336,18.936,16.6672,8968.9,1.1
336,22.3456,20.112,10182,1.1
336,11.924,23.0688,8970.1,1.1
336,5.90448,24.5232,3979.5,1.1
336,16.2048,6.28656,6898.5,1.1
337,12.70896,8.4184,8036.3,1.1
337,18.6272,18.648,10750,1.1
337,20.9376,18.816,8123.4,1.1
337,13.86176,19.144,8597.2,1.1
337,22.3104,20.152,8651.4,1.1
337,16.2416,23.7808,8609.4,1.1
337,17.8512,10.8936,8981.3,1.1
338,10.28416,14.68704,7921,1.1
338,12.4624,15.38816,8551.8,1.1
338,0.765552,16.016,5404.2,1.1
338,12.05056,22.9056,9017,1.1
338,10.88928,3.25216,5965,1.1
339,15.25296,3.89184,7541.1,1.1
339,22.4048,6.91776,5445.1,1.1
339,17.7584,10.63344,9725.9,1.1
339,13.42784,14.44704,6001.7,1.1
339,9.6688,15.0608,9457.6,1.1
339,22.2992,20.064,10585,1.1
339,11.996,22.9632,11171,1.1
339,10.75232,24.2272,10480,1.1
339,8.5648,3.19568,6066.4,1.1
340,15.32304,3.8904,7161,1.1
340,17.2848,5.13616,6846.7,1.1
340,20.7904,5.45904,8991.5,1.1
340,8.79264,6.02656,7615.1,1.1
340,17.7952,10.55136,13250,1.1
340,12.28416,14.13808,10165,1.1
340,14.59328,14.55824,10454,1.1
340,11.94656,15.10016,9326.7,1.1
340,14.79696,19.2208,9765.1,1.1
340,22.2928,20.1056,9296.6,1.1
340,12.0528,22.9408,9241.4,1.1
340,18.008,10.00544,12722,1.1
340,16.208,6.25488,6999.2,1.1
341,8.65056,10.49248,6399.2,1.1
341,17.8,10.6272,10299,1.1
341,14.60656,14.51552,8105,1.1
341,11.2896,15.34464,10380,1.1
341,19.1456,20.184,10189,1.1
341,12.00208,22.8832,10354,1.1
341,18.2368,12.304,11351,1.1
342,11.912,22.9488,9815.7,1.1
342,10.91776,24.2816,7623.2,1.1
342,18.4496,24.4448,8671.2,1.1
342,15.19312,3.89328,6688,1.1
343,5.38944,11.97184,8091.1,1.1
343,12.36048,14.17408,9391.4,1.1
343,19.1728,19.8992,11857,1.1
343,18.9504,20.344,9139.1,1.1
343,18.8656,7.70048,7381.9,1.1
344,12.23248,14.18416,11747,1.1
344,9.13728,15.21376,8026.2,1.1
344,18.8208,18.56,8065.2,1.1
344,16.4464,18.8336,7669.5,1.1
344,19.0944,20.0528,12126,1.1
344,6.61184,21.6096,6783.3,1.1
344,19.384,22.6016,8635.5,1.1
344,16.1744,23.7072,8580,1.1
344,10.86656,24.192,10006,1.1
344,15.52448,26.3184,6460.6,1.1
344,17.896,10.07584,8189.4,1.1
345,14.94192,19.24,12571,1.1
345,19.12,20.1072,10745,1.1
345,11.9384,22.9472,9265.6,1.1
345,17.7728,10.05808,9850.6,1.1
346,12.02832,12.74304,6825.3,1.1
346,16.5824,16.8752,8524.2,1.1
346,14.89232,19.2272,12983,1.1
346,19.1184,20.1872,8126.4,1.1
346,7.67584,20.5744,7885.7,1.1
346,10.79808,24.248,10041,1.1
346,15.42224,26.3568,7333.8,1.1
346,5.94608,8.73808,6808.6,1.1
347,17.7456,10.12624,10135,1.1
347,17.888,11.004,8975.8,1.1
347,12.22176,14.20736,10829,1.1
347,18.8624,18.6544,7458.8,1.1
347,14.92624,19.3536,8303.4,1.1
347,19.144,20.2816,10776,1.1
347,7.65008,20.5152,7664.3,1.1
347,23.408,22.0592,11666,1.1
347,14.55584,25.2544,7320.3,1.1
347,15.28896,4.0784,8548.2,1.1
348,7.36064,6.09568,6616.8,1.1
348,17.7792,10.16256,14328,1.1
348,18.3152,12.35344,11693,1.1
348,12.23072,14.2072,10615,1.1
348,7.23024,14.73344,8466.8,1.1
348,7.6624,20.6528,7214.9,1.1
348,16.1408,23.8064,7844.4,1.1
348,11.75968,26.2096,9379.4,1.1
348,13.6656,0.95752,5099.1,1.1
349,8.74336,3.38992,5119.2,1.1
349,15.51616,6.98416,10015,1.1
349,17.8,10.15728,16462,1.1
349,14.368,12.4008,10199,1.1
349,15.80928,17.6192,12302,1.1
349,19.2352,20.0704,12763,1.1
349,7.56288,20.5856,10042,1.1
349,10.7928,24.2352,10406,1.1
349,17.76,10.692,10894,1.1
349,8.14032,9.7296,7154.3,1.1
350,17.7456,10.24784,16440,1.1
350,17.6656,10.7256,12780,1.1
350,18.7776,10.9144,7762.1,1.1
350,19.2976,11.83904,7612.1,1.1
350,12.24464,14.20832,11629,1.1
350,12.3928,15.00224,11094,1.1
350,14.856,19.3168,10739,1.1
350,19.2416,20.072,10419,1.1
350,7.65296,20.728,10705,1.1
350,9.74304,22.5728,9096.9,1.1
350,11.60704,26.2624,7945,1.1
350,17.8112,10.17424,16026,1.1
351,19.2656,11.68048,10710,1.1
351,15.97568,11.78592,10980,1.1
351,4.28432,18.2032,5425.5,1.1
351,16.0192,18.4224,9666.8,1.1
351,17.7312,10.81136,9021.4,1.1
351,15.62976,5.38336,7793.5,1.1
352,17.7968,10.46416,9515.3,1.1
352,13.63904,14.03456,11013,1.1
352,15.8896,18.3872,9109.6,1.1
352,8.49696,18.8432,10053,1.1
352,19.2656,19.9776,9673.5,1.1
352,7.74224,20.5104,6949.9,1.1
352,12.08976,20.8544,7984.2,1.1
352,23.2032,22.1504,8198.6,1.1
352,7.88832,7.40944,9617.8,1.1
353,17.76,10.28368,10150,1.1
353,19.32,11.76928,9220.8,1.1
353,16.808,12.32496,6703.6,1.1
353,12.21696,14.17456,15075,1.1
353,16.1936,16.5584,9531.7,1.1
353,14.90736,19.2432,8477.6,1.1
353,19.224,19.9856,12462,1.1
353,12.5832,23.6592,10558,1.1
353,13.904,25.3328,8081.9,1.1
353,12.9112,12.75392,7652.8,1.1
354,12.2768,14.30864,10580,1.1
354,19.2096,20.1312,11334,1.1
354,19.4016,22.4032,7026.4,1.1
354,7.22688,22.4784,7326.8,1.1
354,12.54592,23.5712,10381,1.1
354,11.55392,26.2176,9929.6,1.1
354,12.31312,1.58592,6140,1.1
355,19.4656,2.48128,7160.2,1.1
355,15.4912,4.18288,5900.7,1.1
355,13.16656,5.156,8037.5,1.1
355,15.67104,5.15184,7361.6,1.1
355,7.80896,7.27952,10165,1.1
355,17.6784,10.54944,12732,1.1
355,19.3152,11.7088,8041,1.1
355,12.28336,14.25824,12429,1.1
355,19.2,20.0768,12363,1.1
355,11.82144,26.2192,8661.8,1.1
355,17.3024,4.94432,7331.7,1.1
356,19.0896,8.2504,7600.6,1.1
356,17.7328,10.69024,10697,1.1
356,12.30144,14.2384,13482,1.1
356,8.53008,18.88,10316,1.1
356,19.1408,20.0608,10746,1.1
356,16.7392,24.904,8821.2,1.1
356,17.9664,10.1544,8552.6,1.1
356,15.3056,4.05632,7227.3,1.1
357,17.3952,5.128,7690.2,1.1
357,7.4112,6.0472,6154.9,1.1
357,16.0208,6.05232,7342.6,1.1
357,8.40224,7.22224,6409.3,1.1
357,19.32,11.64784,9800.1,1.1
357,12.31248,14.20528,11247,1.1
357,19.6896,15.06544,8306.2,1.1
357,16.0848,16.512,8431.7,1.1
357,8.5016,18.928,10028,1.1
357,7.36272,22.416,6306.9,1.1
357,9.79376,22.6016,8955.2,1.1
357,11.68672,26.28,8662.1,1.1
357,19.3312,11.76784,8051.4,1.1
358,14.8504,19.3232,8654,1.1
358,19.9696,20.648,8026.7,1.1
358,9.89024,22.7552,7858,1.1
358,12.57776,23.6,16321,1.1
358,11.86336,26.2016,7716.8,1.1
358,7.40992,6.05184,7251.3,1.1
359,20.824,7.33952,7418.4,1.1
359,22.4976,11.54064,5867.4,1.1
359,12.73296,12.78416,8424,1.1
359,14.52256,13.27936,6721.9,1.1
359,12.31152,14.16016,14464,1.1
359,19.0592,19.952,8032.3,1.1
359,9.91712,22.7568,7255.3,1.1
359,12.50192,23.648,9703.6,1.1
359,15.04016,26.6992,6931.9,1.1
359,12.40672,4.01824,5756.7,1.1
360,17.7392,10.43536,10522,1.1
360,19.296,11.724,10724,1.1
360,14.53968,12.3728,7906.3,1.1
360,16.1728,16.52,9686.3,1.1
360,11.85408,17.912,6591.1,1.1
360,14.8336,19.2464,5927.1,1.1
360,12.47984,23.5504,17119,1.1
360,11.5344,23.9488,6756.2,1.1
360,7.83072,11.08368,5555.7,1.1
361,5.91184,14.53312,9540.5,1.1
361,8.4808,18.9152,6427.9,1.1
361,14.99664,19.1376,10684,1.1
361,19.1664,20.2384,9580.3,1.1
361,9.9264,22.7344,8320.3,1.1
361,12.3152,24.112,7651.1,1.1
361,7.57728,6.252,7372.4,1.1
362,21.1424,7.12896,5907.8,1.1
362,17.9488,10.08352,9675,1.1
